Country Code,Date,Region Name,Confirmed,Active,Deaths,Gatherings <1000,Gatherings <100,Gatherings <10,Some Businesses Suspended,Most Businesses Suspended,School Closure,University Closure,Stay Home Order,retail_and_recreation_percent_change_from_baseline,Mobility decrease
AL,2020-01-22 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-23 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-24 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-25 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-26 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-27 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-28 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-29 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-30 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-01-31 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-01 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-02 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-03 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-04 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-05 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-06 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-07 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-08 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-09 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-10 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-11 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-12 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-13 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-14 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-15 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-16 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-17 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-18 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-19 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-20 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-21 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-22 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-23 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-24 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-25 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-26 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-27 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-28 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-02-29 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-01 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-02 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-03 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-04 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-05 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-06 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-07 00:00:00+00:00,Albania,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-08 00:00:00+00:00,Albania,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AL,2020-03-09 00:00:00+00:00,Albania,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-10 00:00:00+00:00,Albania,10.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-11 00:00:00+00:00,Albania,12.0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-12 00:00:00+00:00,Albania,23.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-13 00:00:00+00:00,Albania,33.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-14 00:00:00+00:00,Albania,38.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-15 00:00:00+00:00,Albania,42.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-16 00:00:00+00:00,Albania,51.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-17 00:00:00+00:00,Albania,55.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-18 00:00:00+00:00,Albania,59.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-19 00:00:00+00:00,Albania,64.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-20 00:00:00+00:00,Albania,70.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0
AL,2020-03-21 00:00:00+00:00,Albania,76.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-22 00:00:00+00:00,Albania,89.0,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-23 00:00:00+00:00,Albania,104.0,0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-24 00:00:00+00:00,Albania,123.0,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-25 00:00:00+00:00,Albania,146.0,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-26 00:00:00+00:00,Albania,174.0,0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-27 00:00:00+00:00,Albania,186.0,0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-28 00:00:00+00:00,Albania,197.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-29 00:00:00+00:00,Albania,212.0,0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-30 00:00:00+00:00,Albania,223.0,0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-03-31 00:00:00+00:00,Albania,243.0,0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-01 00:00:00+00:00,Albania,259.0,0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-02 00:00:00+00:00,Albania,277.0,0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-03 00:00:00+00:00,Albania,304.0,0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-04 00:00:00+00:00,Albania,333.0,0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-05 00:00:00+00:00,Albania,361.0,0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-06 00:00:00+00:00,Albania,377.0,0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-07 00:00:00+00:00,Albania,383.0,0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-08 00:00:00+00:00,Albania,400.0,0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-09 00:00:00+00:00,Albania,409.0,0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-10 00:00:00+00:00,Albania,416.0,0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-11 00:00:00+00:00,Albania,433.0,0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-12 00:00:00+00:00,Albania,446.0,0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-13 00:00:00+00:00,Albania,467.0,0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-14 00:00:00+00:00,Albania,475.0,0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-15 00:00:00+00:00,Albania,494.0,0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-16 00:00:00+00:00,Albania,518.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-17 00:00:00+00:00,Albania,539.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-18 00:00:00+00:00,Albania,548.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-19 00:00:00+00:00,Albania,562.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-20 00:00:00+00:00,Albania,584.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-21 00:00:00+00:00,Albania,609.0,0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-22 00:00:00+00:00,Albania,634.0,0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-23 00:00:00+00:00,Albania,663.0,0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-24 00:00:00+00:00,Albania,678.0,0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-25 00:00:00+00:00,Albania,712.0,0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-26 00:00:00+00:00,Albania,726.0,0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-27 00:00:00+00:00,Albania,736.0,0,28.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-28 00:00:00+00:00,Albania,750.0,0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-29 00:00:00+00:00,Albania,766.0,0,30.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-04-30 00:00:00+00:00,Albania,773.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-01 00:00:00+00:00,Albania,782.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-02 00:00:00+00:00,Albania,789.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-03 00:00:00+00:00,Albania,795.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-04 00:00:00+00:00,Albania,803.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-05 00:00:00+00:00,Albania,820.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-06 00:00:00+00:00,Albania,832.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-07 00:00:00+00:00,Albania,842.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-08 00:00:00+00:00,Albania,850.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-09 00:00:00+00:00,Albania,856.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-10 00:00:00+00:00,Albania,868.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-11 00:00:00+00:00,Albania,872.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-12 00:00:00+00:00,Albania,876.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-13 00:00:00+00:00,Albania,880.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-14 00:00:00+00:00,Albania,898.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-15 00:00:00+00:00,Albania,916.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-16 00:00:00+00:00,Albania,933.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-17 00:00:00+00:00,Albania,946.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-18 00:00:00+00:00,Albania,948.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-19 00:00:00+00:00,Albania,949.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-20 00:00:00+00:00,Albania,964.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-21 00:00:00+00:00,Albania,969.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-22 00:00:00+00:00,Albania,981.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-23 00:00:00+00:00,Albania,989.0,0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-24 00:00:00+00:00,Albania,998.0,0,32.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-25 00:00:00+00:00,Albania,1004.0,0,32.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-26 00:00:00+00:00,Albania,1029.0,0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-27 00:00:00+00:00,Albania,1050.0,0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-28 00:00:00+00:00,Albania,1076.0,0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-29 00:00:00+00:00,Albania,1099.0,0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AL,2020-05-30 00:00:00+00:00,Albania,1122.0,0,33.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.0
AD,2020-01-22 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-23 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-24 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-25 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-26 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-27 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-28 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-29 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-30 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-01-31 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-01 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-02 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-03 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-04 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-05 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-06 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-07 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-08 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-09 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-10 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-11 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-12 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-13 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-14 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-15 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-16 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-17 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-18 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-19 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-20 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-21 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-22 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-23 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-24 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-25 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-26 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-27 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-28 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-02-29 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-01 00:00:00+00:00,Andorra,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-02 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-03 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-04 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-05 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-06 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-07 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-08 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-09 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-10 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-11 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-12 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-13 00:00:00+00:00,Andorra,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-14 00:00:00+00:00,Andorra,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0
AD,2020-03-15 00:00:00+00:00,Andorra,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0
